Campaign Name,Campaign Id,Article Type,Editor Cost,Client Id,Max Word,Company Name,User Name,Cp Cost,Pay By Article,Cp Article Cost,Editor Article Cost,Nofa,Estimate Money,Estimate Total,Assigned Words
San Jose--CA--US--Hotel Properties,8633,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,30,$0,0,0
San Jose--CA--US--Flight Destination,8634,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
San Jose--CA--US--Hotel Destination,8636,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
San Jose--CA--US--Near Landmark,8638,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
San Jose--CA--US--Near Neighborhood,8652,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
San Jose--CA--US--Near Airport,8654,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
San Jose--CA--US--Best Of,8655,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Charleston--SC--US--Flight Destination,8656,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Charleston--SC--US--Hotel Destination,8657,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Charleston--SC--US--Best Of,8658,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Charleston--SC--US--Near Airport,8660,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Charleston--SC--US--Hotel Properties,8661,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,30,$0,0,0
Charleston--SC--US--Near Landmark,8673,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Charleston--SC--US--Near Neighborhood,8674,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Minneapolis--MN--US--Hotel Properties,8675,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,23,$0,0,0
Minneapolis--MN--US--Flight Destination,8677,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Minneapolis--MN--US--Hotel Destination,8678,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Minneapolis--MN--US--Near Landmark,8679,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Minneapolis--MN--US--Near Neighborhood,8680,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Minneapolis--MN--US--Near Airport,8681,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Minneapolis--MN--US--Best Of,8682,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Wailea--HI--US--Hotel Properties,8684,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,7,$0,0,0
Wailea--HI--US--Flight Destination,8686,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Wailea--HI--US--Hotel Destination,8687,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Wailea--HI--US--Near Landmark,8688,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Wailea--HI--US--Near Neighborhood,8689,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Wailea--HI--US--Best Of,8690,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Salt Lake City--UT--US--Hotel Properties,8691,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Salt Lake City--UT--US--Flight Destination,8692,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Salt Lake City--UT--US--Hotel Destination,8693,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Salt Lake City--UT--US--Near Landmark,8694,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Salt Lake City--UT--US--Near Neighborhood,8695,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Salt Lake City--UT--US--Near Airport,8696,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Salt Lake City--UT--US--Best Of,8704,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Alexandria--VA--US--Hotel Properties,8705,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Alexandria--VA--US--Flight Destination,8706,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Alexandria--VA--US--Hotel Destination,8707,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Alexandria--VA--US--Near Landmark,8708,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Alexandria--VA--US--Near Neighborhood,8709,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Alexandria--VA--US--Best Of,8711,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Louisville--KY--US--Hotel Properties,8712,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Louisville--KY--US--Flight Destination,8713,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Louisville--KY--US--Hotel Destination,8714,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Louisville--KY--US--Near Landmark,8715,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Louisville--KY--US--Near Neighborhood,8716,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Louisville--KY--US--Near Airport,8717,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Louisville--KY--US--Best Of,8718,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Newark--NJ--US--Hotel Properties,8719,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,13,$0,0,0
Newark--NJ--US--Flight Destination,8720,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Newark--NJ--US--Hotel Destination,8721,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Newark--NJ--US--Near Landmark,8722,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Newark--NJ--US--Near Neighborhood,8723,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Newark--NJ--US--Near Airport,8724,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Newark--NJ--US--Best Of,8725,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Ocean City--MD--US--Hotel Properties,8726,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,30,$0,0,0
Ocean City--MD--US--Flight Destination,8727,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Ocean City--MD--US--Hotel Destination,8728,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Ocean City--MD--US--Near Landmark,8729,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Ocean City--MD--US--Near Neighborhood,8730,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Ocean City--MD--US--Best Of,8731,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Panama City Beach--FL--US--Hotel Properties,8732,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,13,$0,0,0
Panama City Beach--FL--US--Flight Destination,8733,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Panama City Beach--FL--US--Hotel Destination,8734,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Panama City Beach--FL--US--Near Landmark,8735,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Panama City Beach--FL--US--Near Neighborhood,8736,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$12,14,200
Panama City Beach--FL--US--Best Of,8737,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Galveston--TX--US--Hotel Properties,8738,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,26,$0,0,0
Galveston--TX--US--Flight Destination,8743,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Galveston--TX--US--Hotel Destination,8745,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Galveston--TX--US--Near Landmark,8746,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Galveston--TX--US--Near Neighborhood,8747,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Galveston--TX--US--Near Airport,8748,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Galveston--TX--US--Best Of,8749,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Brooklyn--NY--US--Hotel Properties,8750,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Brooklyn--NY--US--Flight Destination,8751,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Brooklyn--NY--US--Hotel Destination,8752,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Brooklyn--NY--US--Near Landmark,8753,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Brooklyn--NY--US--Near Neighborhood,8754,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Brooklyn--NY--US--Best Of,8755,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Palm Springs--CA--US--Hotel Properties,8756,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,30,$0,0,0
Palm Springs--CA--US--Flight Destination,8757,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Palm Springs--CA--US--Hotel Destination,8758,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Palm Springs--CA--US--Near Landmark,8759,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Palm Springs--CA--US--Near Neighborhood,8760,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Palm Springs--CA--US--Near Airport,8761,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Palm Springs--CA--US--Best Of,8762,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
SeaTac--WA--US--Hotel Properties,8763,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,26,$0,0,0
SeaTac--WA--US--Flight Destination,8764,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
SeaTac--WA--US--Hotel Destination,8765,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
SeaTac--WA--US--Near Landmark,8766,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
SeaTac--WA--US--Near Neighborhood,8767,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
SeaTac--WA--US--Near Airport,8768,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
SeaTac--WA--US--Best Of,8769,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Koloa--HI--US--Hotel Properties,8770,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,4,$0,0,0
