Campaign Name,Campaign ID,Domain,Number of Keywords,Campaign Keywords,Mapping-ID,Optional Field 1,Optional Field 2,Optional Field 3,Optional Field 4,
,3624,cyberlaw.org,3,cyberlaw.org,cyberlaw.org,,,"Technology, websites, domain names, laws, privacy, copyright, internet",cyberlaw.org,
,3628,daynotes.org,3,daynotes.org,daynotes.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",daynotes.org,
,3638,democraticparty.org,3,democraticparty.org,democraticparty.org,,,"Politics, democratic party, campaigns, elections, government, senate, bills, laws, state, nation",democraticparty.org,
,3646,digitalhistory.org,3,digitalhistory.org,digitalhistory.org,,,Computer/History of the Internet/Mac/PC,digitalhistory.org,
,3652,disables.org,3,disables.org,disables.org,,,"Disability | Disability Services | Disability Information, clinics, disability, health tips, hospitals, government programs",disables.org,
,3653,discovertexas.org,3,discovertexas.org,discovertexas.org,,,Destination (News)/News/Crime/Events/Weather/Entertainment/Sports,discovertexas.org,
,3657,doityourdamnself.org,3,doityourdamnself.org,doityourdamnself.org,,,Sports/Strategy/Team sports/Individual sports/what make it a sport/equipment/training on/off season,doityourdamnself.org,
,3658,dollarsense.org,3,dollarsense.org,dollarsense.org,,,Finance/Budgeted Living/Debt/Bankruptcy/Finding the best deals/Savings programs,dollarsense.org,
,3661,dot-dot-dot.org,3,dot-dot-dot.org,dot-dot-dot.org,,,Computer/World Wide Web/Graphic design/Websites/Publications,dot-dot-dot.org,
,3665,dropthedebt.org,3,dropthedebt.org,dropthedebt.org,,,"Business, Finance, News, small businesses, corporations, expansion, profits, training, hiring, management, advancements",dropthedebt.org,
,3669,earthfiends.org,3,earthfiends.org,earthfiends.org,,,"Real Estate, location, open house, real estate agents, buyers, finance, insurance, loans",earthfiends.org,
,3671,easyware.org,3,easyware.org,easyware.org,,,"Technology, websites, development, programming language, designers, software, hardware, downloads",easyware.org,
,3680,educentral.org,3,educentral.org,educentral.org,,,"Domain | Domain Names | Register Domains, Security, Protection, Tracking, Internet, Technology",educentral.org,
,3681,educore.com,3,educore.com,educore.com,,,"Business, business spending, investments, stocks, bonds, economy, import/export",educore.com,
,3692,electricconsumers.org,3,electricconsumers.org,electricconsumers.org,,,"Business, economy, business spending, personal finance, finance tools and tips ",electricconsumers.org,
,3704,epa-parents.org,3,epa-parents.org,epa-parents.org,,,"Parents | Parenting, Family lifestyle, health care, insurance, family life, new parents, siblings, budgeting",epa-parents.org,
,3719,eworkforce.org,3,eworkforce.org,eworkforce.org,,,Business/job Search/Interview Tips/Resume restoration/How to dress/work ethics/how to get ahead,eworkforce.org,
,3725,familycaregivers.org,3,familycaregivers.org,familycaregivers.org,,,Medical/nursing homes/assisted living/at home care/hospice/terminal disease,familycaregivers.org,
,3738,financingfordocs.com,3,financingfordocs.com,financingfordocs.com,,,"Finance, office, business, supplies, expenses, revenue, business loans, tax write offs",financingfordocs.com,
,3745,florenceproject.org,3,florenceproject.org,florenceproject.org,,,"Research | Consulting | Nursing, Careers, Education, Medical Field, Technology",florenceproject.org,
,3749,followingtheleaders.org,3,followingtheleaders.org,followingtheleaders.org,,,"Children, Education, Teachers, students, online learning, advancements, curriculum ",followingtheleaders.org,
,3750,foodstuff.org,3,foodstuff.org,foodstuff.org,,,Agriculture/Economy/Business/Farming/Grocery Stores,foodstuff.org,
,3751,footdocs.org,3,footdocs.org,footdocs.org,,,"Fashion, flats, high heels, sandles, boots, weather, support, bargains, brands",footdocs.org,
,3754,fororegon.org,3,fororegon.org,fororegon.org,,,Parenting/Mommy/Traveling/Holiday/Vacations/Budgets,fororegon.org,
,3755,fortressexplorer.org,3,fortressexplorer.org,fortressexplorer.org,,,Computer/Firefox/Google Chrome/Explorer/Benefits/Disadvantages,fortressexplorer.org,
,3764,freevillage.org,3,freevillage.org,freevillage.org,,,"Charity, giving back, volunteering, community, service; nightlife, entertainment",freevillage.org,
,3772,futuretruck.org,3,futuretruck.org,futuretruck.org,,,Car/SUVS/Trucks/Safety/Storage/Comfort/Recalls/Crash Test/Semis,futuretruck.org,
,3777,gambletribune.org,3,gambletribune.org,gambletribune.org,,,Gambling/Games/Slots/Odds/Casinos/Odds/Statistics/Laws/Addiction,gambletribune.org,
,3778,geared4life.org,3,geared4life.org,geared4life.org,,,"Fashion, children, teen, adult, elderly, colors, materials, patterns, seasonal, accessories",geared4life.org,
,3779,getontop.org,3,getontop.org,getontop.org,,,Sports/Training/Strength/Champions/Dedication/Motivation/Scholarships,getontop.org,
,3797,greenestcity.org,3,greenestcity.org,greenestcity.org,,,Business/Environment/Spending/Conserving Energy/Rebates for energy star applicances,greenestcity.org,
,3802,grotrader.com,3,grotrader.com,grotrader.com,,,"Business, marketing, sales, customer service, human resources, management, budget, spending",grotrader.com,
,3805,hackerethic.org,3,hackerethic.org,hackerethic.org,,,Computers/Cautions/Warnings/Anti-Virus/Software,hackerethic.org,
,3806,hackingzone.org,3,hackingzone.org,hackingzone.org,,,Computers/Online protection/Free Downloads/Anti-Virus/Privacy,hackingzone.org,
,3812,healthiraq.org,3,healthiraq.org,healthiraq.org,,,"Iraq | Health, general health, society, soldiers, PTSD, stress ",healthiraq.org,
,3816,heraldnewspaper.org,3,heraldnewspaper.org,heraldnewspaper.org,,,"Cameroon | Newspaper, media coverage, news, journalism, television media, internet media",heraldnewspaper.org,
,3817,herplace.org,3,herplace.org,herplace.org,,,"Fashion/Lifestyle, Shopping, Pop Culture, Home and Garden, Bargain entertainment, Playing Hostess",herplace.org,
,3824,homeworkforyou.org,3,homeworkforyou.org,homeworkforyou.org,,,"Business, human resources, unemployment, customer service, employee relationships, management, budget",homeworkforyou.org,
,3854,imart.org,3,imart.org,imart.org,,,"Business, small businesses, corporations, expansion, profits, training, hiring, management",imart.org,
,3855,imind.org,3,imind.org,imind.org,,,Gambling/Addiction/Cause and Effect/Rehab,imind.org,
,3863,indianeconomics.org,3,indianeconomics.org,indianeconomics.org,,,"Indian Economics Journal, current affairs, economics, politics, land value, foreign relations",indianeconomics.org,
,3867,infohabitat.org,3,infohabitat.org,infohabitat.org,,,"News, Education, Education system, administration, teachers, students, curriculum ",infohabitat.org,
,3873,internetdemocracyproject.org,3,internetdemocracyproject.org,internetdemocracyproject.org,,,"Internet | Democracy, Wireless, Technology, Computers, Gadgets, Cell phones, advancements, updates",internetdemocracyproject.org,
,3874,internetmarketingfocus.com,3,internetmarketingfocus.com,internetmarketingfocus.com,,,"Technology, Website hosting, Online Advertising, Internet Businesses, Design",internetmarketingfocus.com,
,3878,involuntary.org,3,involuntary.org,involuntary.org,,,"Technology, education, business, software, updates, benefits, home, office, how to, tips and tricks",involuntary.org,
,3904,jobcorpsworks.org,3,jobcorpsworks.org,jobcorpsworks.org,,,"Careers, interviews, body language, resume, job search, continuing education, obtaining new skills, temp work",jobcorpsworks.org,
,3908,justlinux.org,3,justlinux.org,justlinux.org,,,"Linux Software, Linux, Programming, Gadgets, Technology, Internet, Software, Hardware, Windows",justlinux.org,
,3909,k12connection.org,3,k12connection.org,k12connection.org,,,"Education, primary and secondary education, grammar school, junior high, high school, administration, curriculum, teachers",k12connection.org,
,3910,k12reform.org,3,k12reform.org,k12reform.org,,,"Education, Politics and Government, no child left behind, education reform, teaching methods, standardized testing",k12reform.org,
,3914,keepflbeautiful.org,3,keepflbeautiful.org,keepflbeautiful.org,,,Fashion/Media impact/who is wearing it/why its popular/warm fashions/cold fashions/colors/patterns,keepflbeautiful.org,
,3915,keepingtrackinc.org,3,keepingtrackinc.org,keepingtrackinc.org,,,Pet/Feeding/Breeding/Species/Health Problems/General Care/Diseases/Trackers,keepingtrackinc.org,
,3919,kidscampaign.org,3,kidscampaign.org,kidscampaign.org,,,Mommy/Parenting News/Tips and Tricks/Parenting Resources/Child Development,kidscampaign.org,
,3920,kidstimes.org,3,kidstimes.org,kidstimes.org,,,Mommy/Parenting News/Tips and Tricks/Parenting Resources/Child Development,kidstimes.org,
,3936,landandculture.org,3,landandculture.org,landandculture.org,,,"Volunteering | Youth Conference, Community Service, Charity, Donations, Organizations",landandculture.org,
,3940,lastchapters.org,3,lastchapters.org,lastchapters.org,,,Parenting/Empty Nest Syndrome/Getting kids ready for college/high school/rebellion,lastchapters.org,
,3943,lasvegasreview.org,3,lasvegasreview.org,lasvegasreview.org,,,"Travel, food, entertainment, history, landmarks, road trips, family, national, international",lasvegasreview.org,
,3945,learningdifficulty.org,3,learningdifficulty.org,learningdifficulty.org,,,Education/Disability/Parenting children w/disability/Teaching methods,learningdifficulty.org,
,3953,lifeinablender.org,3,lifeinablender.org,lifeinablender.org,,,Education/Graduate/Undergraduate/Entrance exams/College courses in high school/AP courses,lifeinablender.org,
,3954,lifeinitiatives.org,3,lifeinitiatives.org,lifeinitiatives.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",lifeinitiatives.org,
,3955,lifetoolz.com,3,lifetoolz.com,lifetoolz.com,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",lifetoolz.com,
,3959,linuxalliance.org,3,linuxalliance.org,linuxalliance.org,,,"Linux | Operating System, Programming, Gadgets, Technology, Internet, Software, Hardware, Windows",linuxalliance.org,
,3960,linuxatlax.org,3,linuxatlax.org,linuxatlax.org,,,"Linux | Operating System, Programming, Gadgets, Technology, Internet, Software, Hardware, Windows",linuxatlax.org,
,3964,livingcyber.org,3,livingcyber.org,livingcyber.org,,,"Substance Abuse | Rehab | Detox | Addiction, Alcohol, Drugs, Health Care, Addicts, Treatment",livingcyber.org,
,3966,localcompetition.org,3,localcompetition.org,localcompetition.org,,,"Technology, education, business, software, updates, benefits, home, office, how to, tips and tricks",localcompetition.org,
,3979,macscitech.org,3,macscitech.org,macscitech.org,,,"Computers | Engineereng, Technology in the workplace/Industry technology/decrease in jobs for humans, gadgets, updates",macscitech.org,
,3980,madisonavenuebookshop.com,3,madisonavenuebookshop.com,madisonavenuebookshop.com,,,"Books | Reading | Book Distribution, Children's Books, Reading, Collections, Classics, Authors, Publishers, Writing",madisonavenuebookshop.com,
,3984,maketimeforhealth.org,3,maketimeforhealth.org,maketimeforhealth.org,,,"Health | Health Information, Medical Care, Treatments, Prevention, Insurance, Research, Adults, Children",maketimeforhealth.org,
,3985,managementandleadershipcouncil.org,3,managementandleadershipcouncil.org,managementandleadershipcouncil.org,,,"Home Economics, home life, parents, kids, cooking, sewing, car maintenance, home repairs, chores, budgeting",managementandleadershipcouncil.org,
,3986,marketlight.org,3,marketlight.org,marketlight.org,,,"Business, financial planning, finances, saving, spending, stocks, trades",marketlight.org,
,3987,massyouthinaction.org,3,massyouthinaction.org,massyouthinaction.org,,,"Sports, extreme sports, training, equipment, coaching, athletes, professionals, safety",massyouthinaction.org,
,4020,modernvegetarian.org,3,modernvegetarian.org,modernvegetarian.org,,,"Food, travel, cuisine, restaurants, nutrition, cooking, special occasions, vegan, vegetarian, carnivore",modernvegetarian.org,
,4022,moontomars.org,3,moontomars.org,moontomars.org,,,Parenting/Mommy/New Parents/Infant Care/Breast Feeding/Sleeping through the night/Bathing/Health,moontomars.org,
,4053,netstockupdate.com,3,netstockupdate.com,netstockupdate.com,,,"Business, management, employees, investing, finances, software, hardware",netstockupdate.com,
,4054,networkusa.org,3,networkusa.org,networkusa.org,,,Computers/Security/Internet/Networks/Home/Office/Security/Advancements,networkusa.org,
,4057,neworleansgaypride.org,3,neworleansgaypride.org,neworleansgaypride.org,,,"Lifestyle, gay, lesbian, bi-sexual, transgenders, support, beliefs, jobs, children, relationships, laws, history",neworleansgaypride.org,
,4058,newstarthealth.org,3,newstarthealth.org,newstarthealth.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",newstarthealth.org,
,4071,nonprofitmarketing.org,3,nonprofitmarketing.org,nonprofitmarketing.org,,,"Business, firing, employee relationships, downsizing, management, budget, spending",nonprofitmarketing.org,
,4072,nonprofit-techworld.org,3,nonprofit-techworld.org,nonprofit-techworld.org,,,"Technology, education, business, software, updates, benefits, home, office, how to, tips and tricks",nonprofit-techworld.org,
,4074,noonknight.org,3,noonknight.org,noonknight.org,,,Mommy/New mothers/infant care/medical needs/vaccinations/breast feeding/tips and tricks,noonknight.org,
,4075,nopsychs.org,3,nopsychs.org,nopsychs.org,,,"Psychiatry, addictions, mental health, treatments, clinics, hospitals, doctors",nopsychs.org,
,4083,nutritionnetworknews.org,3,nutritionnetworknews.org,nutritionnetworknews.org,,,Mommy/What Age to Eat What/Food Allergies/Nutrition and Wellness/Food Groups,nutritionnetworknews.org,
,4105,onebaselinux.org,3,onebaselinux.org,onebaselinux.org,,,"Linux, Programming, Gadgets, Technology, Internet, Software, Hardware, Windows",onebaselinux.org,
,4129,parentsresource.org,3,parentsresource.org,parentsresource.org,,,Mommy/Online Resources/How to/Tips and Advice/All ages ,parentsresource.org,
,4138,peacemakersguide.org,3,peacemakersguide.org,peacemakersguide.org,,,Mommy/Sibling Rivalry/Fighting/Sharing/Discipline,peacemakersguide.org,
,4141,personalcompass.com,3,personalcompass.com,personalcompass.com,,,"Search Engine | Seo, computer, internet, research, key terms, correct phrasing for research terms",personalcompass.com,
,4143,php-chat.org,3,php-chat.org,php-chat.org,,,"Technology, programming languages, PHP, web designs, internet, software, hardware",php-chat.org,
,4145,phpsecure.org,3,phpsecure.org,phpsecure.org,,,"Technology, web design, internet codes, FTP, HTML, PHP, learning internet codes",phpsecure.org,
,4147,pictureperfect.org,3,pictureperfect.org,pictureperfect.org,,,"Fashion, special occasions, accessories, colors, patterns, shoes, shopping",pictureperfect.org,
,4152,pixellated.org,3,pixellated.org,pixellated.org,,,Computer/Photos/Video/Downloads/File Sharing/Ripping CD/DVD,pixellated.org,
,4161,presentexpress.com,3,presentexpress.com,presentexpress.com,,,"Technology, digital media, communications, video, instant message chat, e-mail, video conference, software, hardware, updates",presentexpress.com,
,4164,primetap.org,3,primetap.org,primetap.org,,,"Fashion, designers, labels, fashion shows, seasonal fashion, trends, special occasions, shopping",primetap.org,
,4165,primetimeradio.org,3,primetimeradio.org,primetimeradio.org,,,"Digital Radio Station, broadcasting, entertainment, radio, technology, satellite",primetimeradio.org,
,4166,principalconnections.org,3,principalconnections.org,principalconnections.org,,,"Education, administration, discipline, rules, school violence, education system, school board",principalconnections.org,
,4167,pro-access.org,3,pro-access.org,pro-access.org,,,Sports/Pro sports/Tournaments/Events/Professional Profiles/Pro Teams,pro-access.org,
,4179,purified.org,3,purified.org,purified.org,,,"Technology, operating systems, software, hardware, widgets, plug-ins, tips and tricks",purified.org,
,4182,racerunner.org,3,racerunner.org,racerunner.org,,,"Sports, extreme sports, training, equipment, coaching, athletes, professionals, safety",racerunner.org,
,4184,readin.org,3,readin.org,readin.org,,,"Education, reading, literacy, teaching methods, starting early, making reading fun, students, parents",readin.org,
,4186,recyclingdata.com,3,recyclingdata.com,recyclingdata.com,,,"Recycling | Data Protection,  gadgets, internet, technology, protection, security, backup",recyclingdata.com,
,4189,reportingtheworld.org,3,reportingtheworld.org,reportingtheworld.org,,,News/National News/International News/International Affairs/War/Government,reportingtheworld.org,
,4201,roevwade.org,3,roevwade.org,roevwade.org,,,"Abortion | Politics, Pro Life, Pro Choice, Pregnancy, Society, Medical conditions, Rape victims, adoptions, alternatives",roevwade.org,
,4207,sainnovators.org,3,sainnovators.org,sainnovators.org,,,"Substance Abuse | Detox | Addiction, Alcohol, Drugs, Health Care, Rehab, Addicts, Treatment",sainnovators.org,
,4208,salesprevention.com,3,salesprevention.com,salesprevention.com,,,"Business, small business, growth, financial planning, spending, management, employee relationships",salesprevention.com,
,4211,savagezone.net,3,savagezone.net,savagezone.net,,,Computers/Gaming/New Games/Tips and Tricks to get to the next level/reviews,savagezone.net,
,4213,saveamericorps.org,3,saveamericorps.org,saveamericorps.org,,,"Jobs | Employment, job search, interviews, resumes, skills, strengths, weaknesses, temp work",saveamericorps.org,
,4222,school-to-career.org,3,school-to-career.org,school-to-career.org,,,"Career, employment, networking, education, jobs, training, money",school-to-career.org,
,4228,searchling.com,3,searchling.com,searchling.com,,,"Search Engine, technology, research, resource, education, research papers, online education",searchling.com,
,4229,searchsite.org,3,searchsite.org,searchsite.org,,,"Search Engine, technology, marketing, tracking, analytics, websites, SEO",searchsite.org,
,4245,sitesaver.org,3,sitesaver.org,sitesaver.org,,,Real Estate/Land Marks/Restoration/Funding/Loans/Grants/Memorials,sitesaver.org,
,4247,skillsforfamilies.org,3,skillsforfamilies.org,skillsforfamilies.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",skillsforfamilies.org,
,4253,societymd.org,3,societymd.org,societymd.org,,,"Depression | Manic Depression, Cures, Prevention, Health Care, Treatments, Medications",societymd.org,
,4255,softwareindustry.org,3,softwareindustry.org,softwareindustry.org,,,Computer/Software/Downloads/Music Downloads/Pirating/Illegal Downloads,softwareindustry.org,
,4262,spamarchive.org,3,spamarchive.org,spamarchive.org,,,"Computers, Anti-Spam, Software/Hardware/Anti-Virus/Protection/Common Problems/Common Solutions",spamarchive.org,
,4285,supplychaintech.com,3,supplychaintech.com,supplychaintech.com,,,"Technology, computers, hardware, software, accessories, how to, tips and tricks, basic knowledge",supplychaintech.com,
,4291,takestock.org,3,takestock.org,takestock.org,,,"Business, retail, customer service, management, budget, business audit, spending",takestock.org,
,4294,tangibles.org,3,tangibles.org,tangibles.org,,,"Fashion, materials, accessories, colors, patterns, designers, labels, models, fashion shows",tangibles.org,
,4300,teaonline.org,3,teaonline.org,teaonline.org,,,"Fashion, shopping, online, labels, designers, seasonal fashion, accessories, bargain shopping",teaonline.org,
,4303,tedibearadoptions.org,3,tedibearadoptions.org,tedibearadoptions.org,,,"Parenting, Adopotion/Emotional/Physical adjustments",tedibearadoptions.org,
,4304,teenaide.org,3,teenaide.org,teenaide.org,,,Mommy/Teenagers/Drugs/Drinking/Driving/College,teenaide.org,
,4309,theboutique.org,3,theboutique.org,theboutique.org,,,"Fashion/Lifestyle, Shopping, Pop Culture, Celebrity influence, red carpet, fashion trends",theboutique.org,
,4311,thecliq.org,3,thecliq.org,thecliq.org,,,"Linux | Programming, Gadgets, Technology, Internet, Software, Hardware, Windows",thecliq.org,
,4312,thecraft.org,3,thecraft.org,thecraft.org,,,Fashion/Lifestyle/Decor/Budget/Do it Yourself,thecraft.org,
,4314,thegreenlife.org,3,thegreenlife.org,thegreenlife.org,,,"Environment, Politics & Government, Charities & Society, Business, Home, Going Green, Saving Energy",thegreenlife.org,
,4316,thelinuxgurus.org,3,thelinuxgurus.org,thelinuxgurus.org,,,"Linux, Programming, Gadgets, Technology, Internet, Software, Hardware, Windows",thelinuxgurus.org,
,4321,theschoolzone.org,3,theschoolzone.org,theschoolzone.org,,,"Parenting, teen, development, discipline, rebellion, driving, drugs and alcohol, relationship, education, medical needs",theschoolzone.org,
,4322,thesportmanagementnetwork.org,3,thesportmanagementnetwork.org,thesportmanagementnetwork.org,,,"Sports, Team Sports, Olympics, Professionals, Careers, Coaching, Athletes, Training",thesportmanagementnetwork.org,
,4327,timetobreathe.net,3,timetobreathe.net,timetobreathe.net,,,"Parenting, teen, development, discipline, rebellion, driving, drugs and alcohol, relationship, education, medical needs",timetobreathe.net,
,4335,tomorrowsbounty.org,3,tomorrowsbounty.org,tomorrowsbounty.org,,,Business/Profit/Revenue/Capital/Sales/Supply and Demand,tomorrowsbounty.org,
,4342,tradesuccess.org,3,tradesuccess.org,tradesuccess.org,,,"Business, Stocks, Markets, Import/Export, Tips and Tricks, Profit, Revenue, Management",tradesuccess.org,
,4344,trainingconnection.org,3,trainingconnection.org,trainingconnection.org,,,"Career, employment, networking, education, jobs, training, money",trainingconnection.org,
