Site_ID,Date,Product_Title,eBay URL,Google search URL,Category Name,Catalog_ID
0,3/23/2012,Epson Stylus R320 Digital Photo Inkjet Printer,#REF!,Google,Computers & Networking,42
0,3/23/2012,"Gateway FPD 1765 17"" LCD Monitor - Black",#REF!,Google,Computers & Networking,47
0,3/23/2012,Sharp Notevision PG-C45X LCD Projector,#REF!,Google,Computers & Networking,48
0,3/23/2012,Hasselblad 503CW Medium Format SLR Film Camera with 80mm lens Kit,#REF!,Google,Cameras & Photo,51
0,3/23/2012,Nikon N75 35mm SLR Film Camera with 28-80mm lens Kit,#REF!,Google,Cameras & Photo,51
0,3/23/2012,Nikon F-301 35mm SLR Film Camera,#REF!,Google,Cameras & Photo,51
0,3/23/2012,"HP L1506 15"" LCD Monitor - Black & Silver",#REF!,Google,Computers & Networking,47
0,3/23/2012,Symbol Technologies  MC70 Enterprise Digital Assistant(Bell Mobility),#REF!,Google,Cell Phones & PDAs,12
0,3/23/2012,Nikon F100 35mm SLR Film Camera Body Only,#REF!,Google,Cameras & Photo,51
0,3/23/2012,Canon EOS Rebel G / 500N 35mm SLR Film Camera Body Only,#REF!,Google,Cameras & Photo,51
0,3/23/2012,Nikon F90X / N90S 35mm SLR Film Camera Body Only,#REF!,Google,Cameras & Photo,51
0,3/23/2012,Optoma EP719 DLP Projector,#REF!,Google,Computers & Networking,48
0,3/23/2012,Dell 2400MP DLP Projector,#REF!,Google,Computers & Networking,48
0,3/23/2012,Panasonic KX-TG2740 2.4 GHz 2 Lines Cordless Phone,#REF!,Google,Consumer Electronics,63
0,3/23/2012,Panasonic KX-TGA650 5.8 GHz 2 Lines Cordless Expansion Handset Phone,#REF!,Google,Consumer Electronics,63
0,3/23/2012,Texas Instruments 36 X Solar Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,Texas Instruments 89 Titanium Business/Scientific Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,Texas Instruments 82 Graphic Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,HP 20s Business/Scientific Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,Texas Instruments Voyage 200 Graphic Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,Texas Instruments 86 Graphic Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,Texas Instruments 81 Graphic Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,HP 32sII Business/Scientific Calculator,#REF!,Google,Consumer Electronics,65
,,Astoria Divina AL2 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Class  6 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti Blanca Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Astoria Divina SAE-3 6 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Astra Mega II CHO Espresso Machine,#REF!,Google,Home and Garden,62
,,Astra 2000 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Aroma Coffee ACM-632 12 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Astoria Argenta AEP/JUN 2 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti Moka Easy  6 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti EGH90 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti 8859 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti 8339 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Divina AL1 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astra Super Mega I Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti Kaliffa 2 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Astra GS Espresso Machine,#REF!,Google,Home and Garden,62
,,Black  Decker Cup At A Time DCM6 1 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti Amerikana 4 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alessi Girotondo KK19 64 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Black  Decker 517235 12 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti 8853 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Divina SAE-1 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti 8824 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astra GA Espresso Machine,#REF!,Google,Home and Garden,62
,,Black  Decker DCM2775 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti 8862 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Star Golden 25G-1 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Star V25-1 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti V6-1 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti Stylus V6-1 Espresso Machine,#REF!,Google,Home and Garden,62
,,Black  Decker ADB515B 12 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Aroma Coffee ACU-024 24 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Back to Basics CM300 Coffee Maker,#REF!,Google,Home and Garden,62
,,Astra Mega II CMD Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti Susy 10 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Astra GSP Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti 8856 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Argenta SAE-4 8 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Alessi ARS09 6 6 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti EG20 Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti 06889 6 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Applica WCM10 10 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti 8851 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astra Pro Espresso Machine,#REF!,Google,Home and Garden,62
,,Black  Decker Cafe Noir DCM1400 10 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti Dama  3 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,AquaBrew TE-116 14 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Betty Crocker BCF1720 Coffee Maker,#REF!,Google,Home and Garden,62
,,Astoria Divina SAE-2 4 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti 20-9 Stove Top 9 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti 20-3 3 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,AquaBrew TE-216 14 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Astoria Divina AL3 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Star s 6 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,AquaBrew TE-1216 17 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,AquaBrew TE-419 14 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Astoria Divina AL4 Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti 8822 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Divina SAE-4 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Astra Mega II BDO Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Argenta SAE-3 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Argenta AEP-4 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Astoria Argenta AEP-3 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Astoria Argenta AEP-2 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Astra Mega III Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti 8333 Espresso Machine,#REF!,Google,Home and Garden,62
,,Black  Decker AM8 1 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alfa CM-35 35 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alfa CM-110 110 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alfa CM-75 75 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti 8336 Espresso Machine,#REF!,Google,Home and Garden,62
,,Black  Decker ABD500B 12 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Beyond WBYCM2 10 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alessi AL3847305500 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Avantro Professional Server PS200 8 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Bialetti Colorama  3 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Ascaso Espressione Grace Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Elettrika 2 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Astra GAP Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Star s 4 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Dama 6 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Astoria Sibilla SAE-1 2 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Bezzera BZ02S Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Argenta AEP-1 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Astoria Sibilla SAE-3 6 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Rapallo AEP 2 Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Rapallo AL2 4 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Astoria Argenta SAE-2 boosted Espresso Machine,#REF!,Google,Home and Garden,62
,,Back to Basics CC500 12 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Aroma Coffee 40242 24 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Aroma Coffee AEM-646 Espresso Machine,#REF!,Google,Home and Garden,62
0,3/23/2012,Star Micronics TUP900 POS Thermal Printer,#REF!,Google,Computers & Networking,42
,,Aroma Coffee ACU-040 40 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Black  Decker 50876530606 8 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alessi Richard Sapper 9090 1 1 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Alessi Richard Sapper 9090 M 10 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Alessi Michael Graves Pelicano MG26/3 3 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Alessi Richard Sapper 9090 3 3 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Alessi Aldo Rossi 9094 3 3 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alegacy 3700D 100 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Alegacy 3501D 55 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,Celestron NexStar 6 SE 150mm Catadioptric Telescope,#REF!,Google,Cameras & Photo,56
0,3/23/2012,Celestron NexStar 8 SE 203mm Catadioptric Telescope,#REF!,Google,Cameras & Photo,56
0,3/23/2012,Avaya 2420 900 MHz Single Line Corded Phone,#REF!,Google,Consumer Electronics,63
,,Alessi Pelicano MG26 6 6 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Adcraft CP-60 60 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Back to Basics K6433 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Adcraft CP-40 40 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Aroma Coffee ACU-045 45 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Astra Mega I Automatic Espresso Machine,#REF!,Google,Home and Garden,62
,,Astra Mega I Semi-Automatic Espresso Machine,#REF!,Google,Home and Garden,62
0,3/23/2012,"HP LP2065 20.1"" LCD Monitor - Silver",#REF!,Google,Computers & Networking,47
,,Astoria JADA AK SUPER Espresso Machine,#REF!,Google,Home and Garden,62
0,3/23/2012,KitchenAid KSB560 5-Speeds Blender,#REF!,Google,Business & Industrial,205
0,3/23/2012,Hamilton Beach 936 Spindle Drink Mixer 3-Speeds Blender,#REF!,Google,Business & Industrial,205
0,3/23/2012,Brother 1034D Mechanical Sewing Machine,#REF!,Google,Business & Industrial,207
0,3/23/2012,Baby Lock Imagine Mechanical Sewing Machine,#REF!,Google,Business & Industrial,207
0,3/23/2012,Singer 14SH654 Mechanical Sewing Machine,#REF!,Google,Business & Industrial,207
0,3/23/2012,Jl Audio 500/5 Car Amplifier,#REF!,Google,Consumer Electronics,209
0,3/23/2012,Jl Audio 300/2 Car Amplifier,#REF!,Google,Consumer Electronics,209
0,3/23/2012,Rockford Fosgate X1.C Car Amplifier,#REF!,Google,Consumer Electronics,209
0,3/23/2012,HP OfficeJet 6310 All-In-One Inkjet Printer,#REF!,Google,Computers & Networking,42
0,3/23/2012,OKI MICROLINE 490 Workgroup Dot matrix Printer,#REF!,Google,Computers & Networking,42
0,3/23/2012,Epson Stylus R260 Digital Photo Inkjet Printer,#REF!,Google,Computers & Networking,42
0,3/23/2012,HP LaserJet 4250n Workgroup Laser Printer,#REF!,Google,Computers & Networking,42
0,3/23/2012,HP LaserJet CM1017 All-In-One Laser Printer,#REF!,Google,Computers & Networking,42
,,Alessi La Cupola 6 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Musa   6 Cups Coffee Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,AT&T EP590-2 5.8 GHz 2 Lines Cordless Expansion Handset Phone,#REF!,Google,Consumer Electronics,63
,,Alessi La Conica 6 6 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Alessi Inka GV09 Coffee Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,Pyramid PB717X Car Amplifier,#REF!,Google,Consumer Electronics,209
0,3/23/2012,HP 12C Financial Calculator,#REF!,Google,Consumer Electronics,65
,,Bagga Products Retro 86549 4 Cups Espresso Machine,#REF!,Google,Home and Garden,62
0,3/23/2012,Blendtec HP3-A 4-Speeds Blender,#REF!,Google,Business & Industrial,205
0,3/23/2012,Yamaha NS-IW360C Main / Stereo Speakers,#REF!,Google,Consumer Electronics,390
0,3/23/2012,Definitive Technology Mythos Seven Center Speaker,#REF!,Google,Consumer Electronics,390
0,3/23/2012,Polk Audio CSi5 Center Speaker,#REF!,Google,Consumer Electronics,390
0,3/23/2012,Mirage NANOSAT Center Speaker,#REF!,Google,Consumer Electronics,390
,,Ascaso AR02 Espresso Machine,#REF!,Google,Home and Garden,62
,,Avanti Art Deco  4 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Venus 6-cup  6 Cups Espresso Machine,#REF!,Google,Home and Garden,62
,,Alessi AL38473043 6 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Adcraft CBS-2 Coffee Maker,#REF!,Google,Home and Garden,62
,,Bialetti Pink Dama 6 Cups Espresso Machine,#REF!,Google,Home and Garden,62
0,3/23/2012,Margaritaville DM0500 Blender,#REF!,Google,Business & Industrial,205
,,Ascaso AR01 Espresso Machine,#REF!,Google,Home and Garden,62
,,Ascaso SUbfVbr  Espresso Machine,#REF!,Google,Home and Garden,62
,,Bialetti Americana 6 Cups Coffee Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,Singer Inspiration 4205 Mechanical Sewing Machine,#REF!,Google,Business & Industrial,207
0,3/23/2012,Brother MFC-8220 All-In-One Laser Printer,#REF!,Google,Computers & Networking,42
,,Bellman cfegh55 Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,Baby Trend Flex-Loc Infant Car Seat,#REF!,Google,Baby,59
0,3/23/2012,HP 35s Business/Scientific Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,HP F2215AA#ABA Business/Scientific Calculator,#REF!,Google,Consumer Electronics,65
,,Ascaso DR.138  Espresso Machine,#REF!,Google,Home and Garden,62
,,Bennoti HWBENESP Espresso Machine,#REF!,Google,Home and Garden,62
,,Adcraft CP100 100 Cups Percolator,#REF!,Google,Home and Garden,62
,,AquaBrew TE-1218 17 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,AquaBrew TE-1224 17 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Ascaso Elipse Espresso Machine,#REF!,Google,Home and Garden,62
0,3/23/2012,"Dell UltraSharp 1708FP 17"" LCD Monitor - Black",#REF!,Google,Computers & Networking,47
0,3/23/2012,HP 10BII Financial Calculator,#REF!,Google,Consumer Electronics,65
0,3/23/2012,UPPAbaby Vista Standard Stroller,#REF!,Google,Baby,60
0,3/23/2012,UPPAbaby VISTA Denny Red Standard Stroller,#REF!,Google,Baby,60
0,3/23/2012,Epson Stylus R200 Digital Photo Inkjet Printer,#REF!,Google,Computers & Networking,42
,,AquaBrew TE-423 14 Cups Coffee Maker,#REF!,Google,Home and Garden,62
,,Bella Cucina Quattro 13273 12 Cups Coffee Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,Panasonic KX-TG9334T 1.9 GHz Quadro Single Line Cordless Phone,#REF!,Google,Consumer Electronics,63
0,3/23/2012,Panasonic KX-TG9333T 1.9 GHz Trio Single Line Cordless Phone,#REF!,Google,Consumer Electronics,63
0,3/23/2012,Maclaren Quest Sport W0808063 - Charcoal Silver Umbrella Stroller,#REF!,Google,Baby,60
,,Bialetti 06853 12 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,Schwinn 13-SC906A Free Wheeler - Red Black Jogger Stroller,#REF!,Google,Baby,60
0,3/23/2012,Samsung DVD-VR375 DVD Recorder,#REF!,Google,Consumer Electronics,72
0,3/23/2012,Epson Stylus R280 Digital Photo Inkjet Printer,#REF!,Google,Computers & Networking,42
0,3/23/2012,Optoma EP721 DLP Projector,#REF!,Google,Computers & Networking,48
0,3/23/2012,Panasonic KX-TG9344T 1.9 GHz Quadro Single Line Cordless Phone,#REF!,Google,Consumer Electronics,63
0,3/23/2012,Nikon Eagleview 8-24x25 Binocular,#REF!,Google,Cameras & Photo,364
0,3/23/2012,Canon IS 18X50 Binocular,#REF!,Google,Cameras & Photo,364
0,3/23/2012,Filter Queen Defender Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Honeywell 50150 Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Honeywell HHT-011 HEPA Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Hunter 30547 Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Surround Air Multi-Tech XJ-3000C Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Oreck XL AIRPS HEPA Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Brookstone Pure-Ion Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Ecoquest Fresh Air Living Air Purifier,#REF!,Google,Home & Garden,365
0,3/23/2012,Microsoft LifeCam VX-3000 Web Cam,#REF!,Google,Computers & Networking,370
0,3/23/2012,Fujitsu ScanPartner fi-5120C Pass-Through Scanner,#REF!,Google,Computers & Networking,368
0,3/23/2012,CardScan Personal V8 Pass-Through Scanner,#REF!,Google,Computers & Networking,368
0,3/23/2012,HP ScanJet 8270 Flatbed Scanner,#REF!,Google,Computers & Networking,368
0,3/23/2012,Fujitsu fi 5110C Pass-Through Scanner,#REF!,Google,Computers & Networking,368
0,3/23/2012,Epson Perfection V700 PHOTO Flatbed Scanner,#REF!,Google,Computers & Networking,368
0,3/23/2012,AudioSource AMP-100 2 Channel Amplifier,#REF!,Google,Consumer Electronics,394
0,3/23/2012,Logitech S220 Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,Logitech S150 Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,Harman Kardon HK19.5 Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,Dell AS501 SoundBar Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,Logitech 980-000023 Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,Klipsch ProMedia Ultra 5.1 Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,Bose Companion 2 Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,Alpine MRP-F300 Car Amplifier,#REF!,Google,Consumer Electronics,209
,,Black  Decker DCM2590 8 Cups Coffee Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,Alpine MRP-M500 Car Amplifier,#REF!,Google,Consumer Electronics,209
,,Alessi RS07 3 Cups Espresso Machine,#REF!,Google,Home and Garden,62
0,3/23/2012,harman/kardon GTO14001 Car Amplifier,#REF!,Google,Consumer Electronics,209
0,3/23/2012,Motorola SURFboard SB5100 (DHSB5100) Modem,#REF!,Google,Computers & Networking,379
0,3/23/2012,USRobotics USR3453C Network / Modem Combo,#REF!,Google,Computers & Networking,379
0,3/23/2012,HP LaserJet CP1518NI Workgroup Laser Printer,#REF!,Google,Computers & Networking,42
0,3/23/2012,Dell PowerEdge SC600 (POWEREDGE600SC) Server,#REF!,Google,Computers & Networking,396
0,3/23/2012,Klipsch CDT-3650-C Main / Stereo Speakers,#REF!,Google,Consumer Electronics,390
0,3/23/2012,Polk Audio RM7 Center Speaker,#REF!,Google,Consumer Electronics,390
0,3/23/2012,Sony SS-B3000 Main / Stereo Speakers,#REF!,Google,Consumer Electronics,390
,,Alessi Coffee.It WA07 6 Cups Coffee and Espresso Maker,#REF!,Google,Home and Garden,62
,,Betty Crocker BPL-825U 12 Cups Coffee Maker,#REF!,Google,Home and Garden,62
0,3/23/2012,HP ProLiant DL360 G5 (252006976-10) Server,#REF!,Google,Computers & Networking,396
0,3/23/2012,Apple Xserve (MA882LL/A) Server,#REF!,Google,Computers & Networking,396
0,3/23/2012,HP MediaSmart EX470 (GG795AA) Server,#REF!,Google,Computers & Networking,396
0,3/23/2012,HP ProLiant DL580 G5 (438089-001) Server,#REF!,Google,Computers & Networking,396
0,3/23/2012,Dell PowerEdge 2850 (PE2850) Server,#REF!,Google,Computers & Networking,396
0,3/23/2012,Logitech LS-21 Computer Speakers,#REF!,Google,Computers & Networking,372
0,3/23/2012,KitchenAid KSM500PS 325 Watts Stand Mixer,#REF!,Google,Home & Garden,404
0,3/23/2012,Hamilton Beach 64650 290 Watts Hand & Stand Mixer,#REF!,Google,Home & Garden,404
0,3/23/2012,Delphi SKYFi2 SA10101 XM Car & Home Satellite Radio Receiver,#REF!,Google,Consumer Electronics,407
0,3/23/2012,Delphi Roady XT XM Home & Car Satellite Radio Receiver,#REF!,Google,Consumer Electronics,407
0,3/23/2012,Sirius S50-TK1 Car & Home Satellite Radio Receiver,#REF!,Google,Consumer Electronics,407
0,3/23/2012,"JL Audio 10W0 1-Way 10"" Car Subwoofer",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Pioneer TS-A878 2-Way 3.50"" Car Speaker",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Performance Teknique ICBM-758 3-Way 4"" x 10"" Car Speaker",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Pioneer TS-T15 1-Way 0.75"" Car Speaker",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Pioneer TS-SW841D 1-Way 8.88"" x 8"" Car Subwoofer",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Boston Acoustics SPZ60 2-Way 6.5"" Car Speaker",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Boss CHAOS EXXTREME CH4330 3-Way 4"" x 10"" Car Speaker",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Rockford Fosgate Punch P3D212 1-Way 12"" Car Subwoofer",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Boss CHAOS EXXTREME CH6950 5-Way 6"" x 9"" Car Speaker",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Rockford Fosgate Punch P3D412 1-Way 12"" Car Subwoofer",#REF!,Google,Consumer Electronics,400
0,3/23/2012,"Seagate Barracuda 9LP 4.55 GB,Internal,7200 RPM,3.5"" (ST34573N) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Hitachi Travelstar 5K100 HTS541010G9AT00 100 GB,Internal,5400 RPM,2.5"" (13G1591) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Hitachi 400 GB,Internal,7200 RPM,3.5"" (HDS724040KLSA80) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Western Digital Caviar RE 250 GB,Internal,7200 RPM,3.5"" (WD2500SD) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Fujitsu 100 GB,Internal,4200 RPM,2.5"" (MHU2100AT) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Seagate Cheetah 10K.7 300 GB,Internal,10000 RPM,3.5"" (ST3300007LC) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Seagate Cheetah 15K.4 36.7 GB,Internal,15000 RPM,3.5"" (ST336754LC) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Toshiba MK8026GAX 80 GB,Internal,5400 RPM,2.5"" (HDD2191) Hard Drive",#REF!,Google,Computers & Networking,401
0,3/23/2012,"Seagate Cheetah 10K.7 300 GB,Internal,10000 RPM,3.5"" (ST3300007FC) Hard Drive",#REF!,Google,Computers & Networking,401
