Campaign Name,Campaign ID,Domain,Number of Keywords,Campaign Keywords,Mapping-ID,Optional Field 1,Optional Field 2,Optional Field 3,Optional Field 4
fepsac.org - A,,fepsac.org,3,fepsac.org,fepsac.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",fepsac.org
forumart.org - A,,forumart.org,3,forumart.org,forumart.org,,,"Consumer, fashion, clothing, bargain shopping, brands, labels, fashion industry ",forumart.org
frankandbryan.org - A,,frankandbryan.org,3,frankandbryan.org,frankandbryan.org,,,"Education, Career, online education, higher education, scholarships, technical school, secondary education, post-graduate school",frankandbryan.org
freedomsanswer.org - A,,freedomsanswer.org,3,freedomsanswer.org,freedomsanswer.org,,,"Education, Career, course of study, higher education, high school, grammar school, teachers",freedomsanswer.org
gallipolis.org - A,,gallipolis.org,3,gallipolis.org,gallipolis.org,,,Education/Continuing Education/Online Learning/Employment Requirements/Adult Education/Career,gallipolis.org
gasweb.org - A,,gasweb.org,3,gasweb.org,gasweb.org,,,"Auto, Transportation, used, new, maintenance, safety, traveling, gas prices, insurance",gasweb.org
gcmarshallfdn.org - A,,gcmarshallfdn.org,3,gcmarshallfdn.org,gcmarshallfdn.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",gcmarshallfdn.org
geneva2003.org - A,,geneva2003.org,3,geneva2003.org,geneva2003.org,,,"Consumer, technology, reviews, when to buy, refurbished products, guarantees, brands, quality",geneva2003.org
gigabit-ethernet.org - A,,gigabit-ethernet.org,3,gigabit-ethernet.org,gigabit-ethernet.org,,,"Technology, computers, hardware, software, accessories, how to, tips and tricks, basic knowledge, gadgets",gigabit-ethernet.org
glarrc.org - A,,glarrc.org,3,glarrc.org,glarrc.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",glarrc.org
glendalespca.org - A,,glendalespca.org,3,glendalespca.org,glendalespca.org,,,"Pets, Exotic, Feeding, Breeding, Species, Health Problems, General Care, History, accessories",glendalespca.org
globalbarometer.org - A,,globalbarometer.org,3,globalbarometer.org,globalbarometer.org,,,"Education, Career, course of study, higher education, high school, grammar school, teachers",globalbarometer.org
gmcd.org - A,,gmcd.org,3,gmcd.org,gmcd.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",gmcd.org
grig3.org - A,,grig3.org,3,grig3.org,grig3.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",grig3.org
gslib.org - A,,gslib.org,3,gslib.org,gslib.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",gslib.org
h2info.org - A,,h2info.org,3,h2info.org,h2info.org,,,"Education, Career, course of study, higher education, high school, grammar school, teachers",h2info.org
hcrc.org - A,,hcrc.org,3,hcrc.org,hcrc.org,,,"Education, Careers, college, online learning, schools, applications, course selections, study abroad, admissions",hcrc.org
healthwindows.org - A,,healthwindows.org,3,healthwindows.org,healthwindows.org,,,"Health/Medical, administration, technology, career, insurance",healthwindows.org
hearingdogs.org - A,,hearingdogs.org,3,hearingdogs.org,hearingdogs.org,,,"Pets, Exotic, Feeding, Breeding, Species, Health Problems, General Care, History, accessories",hearingdogs.org
hedfoundation.org - A,,hedfoundation.org,3,hedfoundation.org,hedfoundation.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",hedfoundation.org
hereditarycc.org - A,,hereditarycc.org,3,hereditarycc.org,hereditarycc.org,,,"Consumer, parenting, spending, special occasions, gifts, youth entertainment, childhood interests, milestone purchases ",hereditarycc.org
hogwatch.org - A,,hogwatch.org,3,hogwatch.org,hogwatch.org,,,"Pets, Exotic, Feeding, Breeding, Species, Health Problems, General Care, History, accessories",hogwatch.org
homeopathicnurses.org - A,,homeopathicnurses.org,3,homeopathicnurses.org,homeopathicnurses.org,,,"Health/Medical, administration, technology, career, insurance",homeopathicnurses.org
humanesociety-ca.org - A,,humanesociety-ca.org,3,humanesociety-ca.org,humanesociety-ca.org,,,"Pets, Exotic, Feeding, Breeding, Species, Health Problems, General Care, History, accessories",humanesociety-ca.org
iaaci.org - A,,iaaci.org,3,iaaci.org,iaaci.org,,,"Consumer, finance, personal finance, budgeting, investments, stocks, bonds, mutual funds, prepaid college",iaaci.org
ibsfc.org - A,,ibsfc.org,3,ibsfc.org,ibsfc.org,,,"Education, Careers, college, online learning, schools, applications, course selections, study abroad, admissions",ibsfc.org
ihshealth.com - A,,ihshealth.com,3,ihshealth.com,ihshealth.com,,,"Health/Medical, administration, technology, career, insurance",ihshealth.com
ihwc.org - A,,ihwc.org,3,ihwc.org,ihwc.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",ihwc.org
indiahcsl.org - A,,indiahcsl.org,3,indiahcsl.org,indiahcsl.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",indiahcsl.org
insm.org - A,,insm.org,3,insm.org,insm.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",insm.org
integralage.org - A,,integralage.org,3,integralage.org,integralage.org,,,"Lifestyle, teen, personal development, relationships, education, fashion, finance, consumer wants, pop culture, trends",integralage.org
interlope.org - A,,interlope.org,3,interlope.org,interlope.org,,,"Consumer, finance, personal finance, budgeting, investments, stocks, bonds, mutual funds, prepaid college",interlope.org
internationalllama.org - A,,internationalllama.org,3,internationalllama.org,internationalllama.org,,,"Pets, Exotic, Feeding, Breeding, Species, Health Problems, General Care, History, accessories",internationalllama.org
ipwa.org - A,,ipwa.org,3,ipwa.org,ipwa.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",ipwa.org
isf-sw.org - A,,isf-sw.org,3,isf-sw.org,isf-sw.org,,,"Technology, education, business, software, updates, benefits, home, office, how to, tips and tricks, gadgets",isf-sw.org
jaye.org - A,,jaye.org,3,jaye.org,jaye.org,,,"Lifestyle, teen, personal development, relationships, education, fashion, finance, consumer wants, pop culture, trends",jaye.org
jeninjenin.org - A,,jeninjenin.org,3,jeninjenin.org,jeninjenin.org,,,"Consumer, parenting, spending, special occasions, gifts, youth entertainment, childhood interests, milestone purchases ",jeninjenin.org
jesseventura.org - A,,jesseventura.org,3,jesseventura.org,jesseventura.org,,,"Education, Career, online education, higher education, scholarships, technical school, secondary education, post-graduate school",jesseventura.org
jhita.org - A,,jhita.org,3,jhita.org,jhita.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",jhita.org
jppress.org - A,,jppress.org,3,jppress.org,jppress.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",jppress.org
junity.org - A,,junity.org,3,junity.org,junity.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",junity.org
kerinci.org - A,,kerinci.org,3,kerinci.org,kerinci.org,,,"Consumer, finance, personal finance, budgeting, investments, stocks, bonds, mutual funds, prepaid college",kerinci.org
komleshoz.org - A,,komleshoz.org,3,komleshoz.org,komleshoz.org,,,"Education, Career, course of study, higher education, high school, grammar school, teachers",komleshoz.org
konakrafts.org - A,,konakrafts.org,3,konakrafts.org,konakrafts.org,,,"Consumer, fashion, clothing, bargain shopping, brands, labels, fashion industry ",konakrafts.org
koratcat.org - A,,koratcat.org,3,koratcat.org,koratcat.org,,,"Pets, Exotic, Feeding, Breeding, Species, Health Problems, General Care, History, accessories",koratcat.org
lafil.org - A,,lafil.org,3,lafil.org,lafil.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",lafil.org
learnaboutnursing.org - A,,learnaboutnursing.org,3,learnaboutnursing.org,learnaboutnursing.org,,,"Health/Medical, administration, technology, career, insurance",learnaboutnursing.org
librarybuncombe.org - A,,librarybuncombe.org,3,librarybuncombe.org,librarybuncombe.org,,,Education/Continuing Education/Online Learning/Employment Requirements/Adult Education/Career,librarybuncombe.org
lifevanguard.org - A,,lifevanguard.org,3,lifevanguard.org,lifevanguard.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",lifevanguard.org
lizarra-garazi.org - A,,lizarra-garazi.org,3,lizarra-garazi.org,lizarra-garazi.org,,,Education/Continuing Education/Online Learning/Employment Requirements/Adult Education/Career,lizarra-garazi.org
lunaville.org - A,,lunaville.org,3,lunaville.org,lunaville.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",lunaville.org
maidanak.org - A,,maidanak.org,3,maidanak.org,maidanak.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",maidanak.org
mainecitizen.org - A,,mainecitizen.org,3,mainecitizen.org,mainecitizen.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",mainecitizen.org
maitartctr.org - A,,maitartctr.org,3,maitartctr.org,maitartctr.org,,,"Consumer, fashion, clothing, bargain shopping, brands, labels, fashion industry ",maitartctr.org
mcg-usmc.org - A,,mcg-usmc.org,3,mcg-usmc.org,mcg-usmc.org,,,"Technology, computers, hardware, software, accessories, how to, tips and tricks, basic knowledge, gadgets",mcg-usmc.org
mediademocracy.org - A,,mediademocracy.org,3,mediademocracy.org,mediademocracy.org,,,Education/Continuing Education/Online Learning/Employment Requirements/Adult Education/Career,mediademocracy.org
mhaamm.org - A,,mhaamm.org,3,mhaamm.org,mhaamm.org,,,"Consumer, parenting, spending, special occasions, gifts, youth entertainment, childhood interests, milestone purchases ",mhaamm.org
micoa.com - A,,micoa.com,3,micoa.com,micoa.com,,,"Legal, education, careers, cases, history, laws, representation",micoa.com
middleenglish.org - A,,middleenglish.org,3,middleenglish.org,middleenglish.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",middleenglish.org
mirchelp.org - A,,mirchelp.org,3,mirchelp.org,mirchelp.org,,,"Technology, education, business, software, updates, benefits, home, office, how to, tips and tricks, gadgets",mirchelp.org
mnnursing.org - A,,mnnursing.org,3,mnnursing.org,mnnursing.org,,,"Health/Medical, administration, technology, career, insurance",mnnursing.org
moses-europe.org - A,,moses-europe.org,3,moses-europe.org,moses-europe.org,,,"Auto, Transportation, used, new, maintenance, safety, traveling, gas prices, insurance",moses-europe.org
msapage.org - A,,msapage.org,3,msapage.org,msapage.org,,,"Health/Medical, administration, technology, career, insurance",msapage.org
mshug-euro.org - A,,mshug-euro.org,3,mshug-euro.org,mshug-euro.org,,,"Education, Career, online education, higher education, scholarships, technical school, secondary education, post-graduate school",mshug-euro.org
mtvernon.org - A,,mtvernon.org,3,mtvernon.org,mtvernon.org,,,"Lifestyle, teen, personal development, relationships, education, fashion, finance, consumer wants, pop culture, trends",mtvernon.org
mudsluts.com - A,,mudsluts.com,3,mudsluts.com,mudsluts.com,,,"Auto, Transportation, used, new, maintenance, safety, traveling, gas prices, insurance",mudsluts.com
multibandofdm.org - A,,multibandofdm.org,3,multibandofdm.org,multibandofdm.org,,,"Consumer, technology, reviews, when to buy, refurbished products, guarantees, brands, quality",multibandofdm.org
nabci.org - A,,nabci.org,3,nabci.org,nabci.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",nabci.org
nacaanet.org - A,,nacaanet.org,3,nacaanet.org,nacaanet.org,,,"Technology, computers, hardware, software, accessories, how to, tips and tricks, basic knowledge, gadgets",nacaanet.org
nafta-customs.org - A,,nafta-customs.org,3,nafta-customs.org,nafta-customs.org,,,"Consumer, technology, reviews, when to buy, refurbished products, guarantees, brands, quality",nafta-customs.org
naftaworks.org - A,,naftaworks.org,3,naftaworks.org,naftaworks.org,,,"Consumer, technology, reviews, when to buy, refurbished products, guarantees, brands, quality",naftaworks.org
napehe.org - A,,napehe.org,3,napehe.org,napehe.org,,,"Education, Career, online education, higher education, scholarships, technical school, secondary education, post-graduate school",napehe.org
naturalland.com - A,,naturalland.com,3,naturalland.com,naturalland.com,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",naturalland.com
nccprivacy.org - A,,nccprivacy.org,3,nccprivacy.org,nccprivacy.org,,,"Consumer, finance, personal finance, budgeting, investments, stocks, bonds, mutual funds, prepaid college",nccprivacy.org
ncso.org - A,,ncso.org,3,ncso.org,ncso.org,,,"Education, Career, online education, higher education, scholarships, technical school, secondary education, post-graduate school",ncso.org
ndmjamaica.org - A,,ndmjamaica.org,3,ndmjamaica.org,ndmjamaica.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",ndmjamaica.org
neatkidsclub.com - A,,neatkidsclub.com,3,neatkidsclub.com,neatkidsclub.com,,,"Lifestyle, teen, personal development, relationships, education, fashion, finance, consumer wants, pop culture, trends",neatkidsclub.com
nepi.org - A,,nepi.org,3,nepi.org,nepi.org,,,"Education, Career, course of study, higher education, high school, grammar school, teachers",nepi.org
nffweb.org - A,,nffweb.org,3,nffweb.org,nffweb.org,,,"Personal finance, budgeting, investments, stocks, bonds, mutual funds, debt, income, savings, expenses, financial aid, loans, taxes",nffweb.org
nfinteractive.org - A,,nfinteractive.org,3,nfinteractive.org,nfinteractive.org,,,"Consumer, finance, personal finance, budgeting, investments, stocks, bonds, mutual funds, prepaid college",nfinteractive.org
ngonetworks.org - A,,ngonetworks.org,3,ngonetworks.org,ngonetworks.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",ngonetworks.org
nhcqa.org - A,,nhcqa.org,3,nhcqa.org,nhcqa.org,,,"Consumer, technology, reviews, when to buy, refurbished products, guarantees, brands, quality",nhcqa.org
nhdds.org - A,,nhdds.org,3,nhdds.org,nhdds.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",nhdds.org
niaaa-arms.org - A,,niaaa-arms.org,3,niaaa-arms.org,niaaa-arms.org,,,"Education, Career, course of study, higher education, high school, grammar school, teachers",niaaa-arms.org
nihr.org - A,,nihr.org,3,nihr.org,nihr.org,,,"Consumer, finance, personal finance, budgeting, investments, stocks, bonds, mutual funds, prepaid college",nihr.org
nordunet2.org - A,,nordunet2.org,3,nordunet2.org,nordunet2.org,,,"Technology, education, business, software, updates, benefits, home, office, how to, tips and tricks, gadgets",nordunet2.org
nousab.org - A,,nousab.org,3,nousab.org,nousab.org,,,"Consumer, technology, reviews, when to buy, refurbished products, guarantees, brands, quality",nousab.org
npnd.org - A,,npnd.org,3,npnd.org,npnd.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",npnd.org
oasm.org - A,,oasm.org,3,oasm.org,oasm.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",oasm.org
ocartists.org - A,,ocartists.org,3,ocartists.org,ocartists.org,,,"Consumer, fashion, clothing, bargain shopping, brands, labels, fashion industry ",ocartists.org
ocean98.org - A,,ocean98.org,3,ocean98.org,ocean98.org,,,"Real Estate, decor, landscaping, decorating, family homes, apartments, furniture, location, renovations",ocean98.org
oiprs.org - A,,oiprs.org,3,oiprs.org,oiprs.org,,,"Consumer, fashion, clothing, bargain shopping, brands, labels, fashion industry ",oiprs.org
optionsccnbc.org - A,,optionsccnbc.org,3,optionsccnbc.org,optionsccnbc.org,,,"Lifestyle, teen, personal development, relationships, education, fashion, finance, consumer wants, pop culture, trends",optionsccnbc.org
