Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text
boutique hotels in the US NYC,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Iroquois-509c028e66edc84661055244-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Shelburne-NYC-an-Affinia-hotel-509bfdd166edc846610195ec-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Club-Quarters-Midtown-Times-Square-509bfefe66edc84661026e46-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Benjamin-509bfdcc66edc84661019330-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_ink48-hotel-a-Kimpton-Hotel-509bfdce66edc84661019462-Reviews
boutique hotels in the US columbus,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Columbus-OH_Hawthorne-Park-Bed-and-Breakfast-525565a37f2c6c69f5000143-Reviews,hipmunk.com/Independent-Hotels-in-Columbus-OH_The-Blackwell-509bfc3a66edc846610058e8-Reviews,hipmunk.com/Independent-Hotels-in-Columbus-OH_Fort-Rapids-Indoor-Waterpark-Resort-509bfd3466edc84661011e90-Reviews,hipmunk.com/Independent-Hotels-in-Columbus-OH_The-Lofts-Hotel-509bfe7066edc846610207e4-Reviews,hipmunk.com/Independent-Hotels-in-Columbus-OH_Varsity-Inn-South-Hotel-509bfc8066edc8466100901a-Reviews
boutique hotels in the US oregon ,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Bend-OR_The-Riverhouse-Hotel-Convention-Center-50ed1dedbb290e08f900001e-Reviews,hipmunk.com/Independent-Hotels-in-Cannon-Beach-OR_Inn-at-Haystack-Rock-512d6ecfa0a994104600000a-Reviews,hipmunk.com/Independent-Hotels-in-Eugene-OR_Valley-River-Inn-509bff1b66edc8466102841d-Reviews,hipmunk.com/Independent-Hotels-in-Gleneden-Beach-OR_Salishan-Spa-and-Golf-Resort-509bfd1266edc84661010219-Reviews,hipmunk.com/Independent-Hotels-in-Klamath-Falls-OR_Shilo-Inn-Suites-Hotel-Klamath-Falls-509c01ac66edc846610495ff-Reviews
boutique hotels in the US charleston,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Charleston-SC_Barksdale-House-Inn-509bff7566edc8466102c2dd-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_Belmond-Charleston-Place-509c024a66edc846610517fa-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_Creekside-Lands-Inn-509bfcfa66edc8466100ef01-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_Fulton-Lane-Inn-509bfe3566edc8466101e069-Reviews,hipmunk.com/Independent-Hotels-in-Charleston-SC_HarbourView-Inn-509bfdd166edc84661019623-Reviews
boutique hotels in the US hilton head island,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Disneys-Hilton-Head-Island-Resort-509bfcbd66edc8466100be00-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Hilton-Head-Metropolitan-Hotel-509bfd1466edc846610103c8-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Omni-Hilton-Head-Oceanfront-Resort-509c024a66edc846610517f5-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Shipyard-Resort-by-Spinnaker-Resorts-50ed2df8bb290e2a0b000058-Reviews,hipmunk.com/Independent-Hotels-in-Hilton-Head-Island-SC_Sonesta-Resort-Hilton-Head-Island-525531f37f2c6c0f1e00015a-Reviews
boutique hotels in the US south carolina,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Mount-Pleasant-SC_Shem-Creek-Inn-509bfe3c66edc8466101e5be-Reviews,hipmunk.com/Independent-Hotels-in-Pawleys-Island-SC_The-Oceanfront-Litchfield-Inn-509bfdae66edc846610181f9-Reviews,hipmunk.com/Independent-Hotels-in-North-Myrtle-Beach-SC_La-Quinta-Inn-North-Myrtle-Beach-509c00f766edc84661040857-Reviews,hipmunk.com/Independent-Hotels-in-Myrtle-Beach-SC_Econo-Studios-509c024a66edc846610517f9-Reviews,hipmunk.com/Independent-Hotels-in-Isle-of-Palms-SC_Wild-Dunes-Destination-Hotels-Resorts-525531b67f2c6c0f1e000128-Reviews
boutique hotels in the US el paso,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-El-Paso-TX_Chase-Suite-Hotel-El-Paso-509bfe1d66edc8466101ccdc-Reviews,hipmunk.com/Independent-Hotels-in-El-Paso-TX_GuestHouse-Suites-El-Paso-509bfef266edc846610263ce-Reviews,hipmunk.com/Independent-Hotels-in-El-Paso-TX_El-Paso-Suites-Hotel-510b5354a0a99462a800005e-Reviews,hipmunk.com/Independent-Hotels-in-El-Paso-TX_Country-Inn-Suites-by-Carlson-El-Paso-Sunland-Park-TX-52572c8e7f2c6c04df000565-Reviews,hipmunk.com/Independent-Hotels-in-El-Paso-TX_Camino-Real-Hotel-El-Paso-509bfbff66edc8466100281b-Reviews
boutique hotels in the US south padre island,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_WindWater-Hotel-50ed9b81bb290e7aa400003e-Reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_Padre-South-Hotel-On-The-Beach-509bfe0f66edc8466101c272-Reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_Pearl-South-Padre-509c01e066edc8466104c1e0-Reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_Schlitterbahn-Beach-Resort-and-Waterpark-50ed9b86bb290e7aa40000e8-Reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_Wanna-Wanna-Inn-509bff1f66edc8466102882e-Reviews
boutique hotels in the US salt lake city,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_The-Anniversary-Inn-Fifth-South-509bfef766edc8466102682c-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_The-Grand-America-Hotel-509bfee766edc84661025dc6-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Crystal-Inn-Hotel-Suites-Salt-Lake-City-Down-Town-509bfc6d66edc846610081f2-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_The-Metropolitan-Inn-509bfcda66edc8466100d52e-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Hotel-Monaco-Salt-Lake-City-a-Kimpton-Hotel-509bfd2e66edc846610118fb-Reviews
boutique hotels in the US virginia beach,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_Surfside-Oceanfront-Inn-and-Suites-509bff3866edc84661029b30-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_Beach-Quarters-Resort-509bfe6f66edc8466102073b-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_The-Barclay-Towers-Resort-Hotel-509bff3366edc846610296a7-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_Founders-Inn-and-Spa-509bfe6666edc8466102046b-Reviews,hipmunk.com/Independent-Hotels-in-Virginia-Beach-VA_Grand-Ocean-Hotel-509bfd4666edc84661012c5c-Reviews
boutique hotels in the US williamsburg VA,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Kings-Creek-Plantation-509bfc4766edc846610061f3-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_The-Historic-Powhatan-Resort-5122b90ea0a994081a0000b2-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Williamsburg-Lodge-509c01be66edc8466104a4f5-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Williamsburg-Plantation-509c010566edc84661041465-Reviews,hipmunk.com/Independent-Hotels-in-Williamsburg-VA_Great-Wolf-Lodge-Williamsburg-509bfeec66edc84661026085-Reviews
boutique hotels in the US anchorage,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Anchorage-AK_The-Lakefront-Anchorage-A-Millennium-Hotel-509bfed866edc84661025173-Reviews,hipmunk.com/Independent-Hotels-in-Anchorage-AK_Westmark-Anchorage-Hotel-509bfd0a66edc8466100fc70-Reviews,hipmunk.com/Independent-Hotels-in-Anchorage-AK_Anchorage-Grand-Hotel-509bff0366edc846610272a5-Reviews,hipmunk.com/Independent-Hotels-in-Anchorage-AK_Alaska-Backpackers-Inn-509bfc5966edc84661007064-Reviews,hipmunk.com/Independent-Hotels-in-Anchorage-AK_GuestHouse-Inn-Suites-Anchorage-509bfd7166edc84661014fe8-Reviews
boutique hotels in the US arizona,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Grand-Canyon-AZ_The-Grand-Hotel-at-the-Grand-Canyon-50ed3003bb290e2daf00003c-Reviews,hipmunk.com/Independent-Hotels-in-Litchfield-Park-AZ_The-Wigwam-509c01b366edc84661049c08-Reviews,hipmunk.com/Independent-Hotels-in-Grand-Canyon-AZ_Canyon-Plaza-Resort-510af453a0a9943f37000022-Reviews,hipmunk.com/Independent-Hotels-in-Page-AZ_Lake-Powell-Resort-509bfdbf66edc84661018c70-Reviews,hipmunk.com/Independent-Hotels-in-Paradise-Valley-AZ_Sanctuary-on-Camelback-Mountain-Resort-and-Spa-51224560a0a994611c000080-Reviews
boutique hotels in the US carmel,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Carmel-CA_Carmel-Village-Inn-509bfdcf66edc846610194ab-Reviews,hipmunk.com/Independent-Hotels-in-Carmel-CA_Carmel-Valley-Ranch-50edd8b6bb290e795c0000d0-Reviews,hipmunk.com/Independent-Hotels-in-Carmel-CA_Carmel-Mission-Inn-509bfdc566edc84661019199-Reviews,hipmunk.com/Independent-Hotels-in-Carmel-CA_Quail-Lodge-Golf-Club-509c01f266edc8466104d14f-Reviews,hipmunk.com/Independent-Hotels-in-Carmel-CA_Carmel-Wayfarer-Inn-509bfe5666edc8466101f7b5-Reviews
boutique hotels in the US coronado,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Coronado-CA_La-Avenida-Inn-509bfd3666edc84661011f86-Reviews,hipmunk.com/Independent-Hotels-in-Coronado-CA_Hotel-del-Coronado-509bfe2d66edc8466101d9c8-Reviews,hipmunk.com/Independent-Hotels-in-Coronado-CA_Loews-Coronado-Bay-Resort-509bfdd266edc84661019718-Reviews,hipmunk.com/Independent-Hotels-in-Coronado-CA_Coronado-Beach-Resort-509bfd8c66edc84661016419-Reviews,hipmunk.com/Independent-Hotels-in-Coronado-CA_1906-Lodge-Coronado-Beach-509bfe6766edc846610204c3-Reviews
boutique hotels in the US california,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Cupertino-CA_Cupertino-Inn-509bfd8866edc84661016116-Reviews,hipmunk.com/Independent-Hotels-in-Daly-City-CA_Town-Motel-5367dfc6c0852e3a4d0000e0-Reviews,hipmunk.com/Independent-Hotels-in-Del-Mar-CA_LAuberge-Del-Mar-Destination-Hotels-Resorts-509bfdc766edc8466101924a-Reviews,hipmunk.com/Independent-Hotels-in-Desert-Hot-Springs-CA_Two-Bunch-Palms-Spa-Resort-509bfc4766edc84661006299-Reviews,hipmunk.com/Independent-Hotels-in-El-Portal-CA_Yosemite-View-Lodge-509bfc2d66edc84661004dd9-Reviews
boutique hotels in the US laguna beach,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Laguna-Beach-CA_Hotel-Laguna-509bff2966edc846610290c9-Reviews,hipmunk.com/Independent-Hotels-in-Laguna-Beach-CA_Surf-And-Sand-Resort-509bfe8366edc846610215c8-Reviews,hipmunk.com/Independent-Hotels-in-Laguna-Beach-CA_Pacific-Edge-Hotel-on-Laguna-Beach-a-Joie-de-Vivre-Hotel-509bfe8066edc846610213ea-Reviews,hipmunk.com/Independent-Hotels-in-Laguna-Beach-CA_Inn-at-Laguna-Beach-509bfc9e66edc8466100a812-Reviews,hipmunk.com/Independent-Hotels-in-Laguna-Beach-CA_Montage-Laguna-Beach-509bff1966edc8466102831c-Reviews
