Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text
boutique hotels in the US Jamaica,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-jamaica-ny/sheraton-jfk-airport-hotel-510b139ca0a99444dd00000c-reviews,hipmunk.com/independent-hotels-in-jamaica-ny_lexington-inn-jfk-airport-509bfe9766edc8466102260a-reviews,hipmunk.com/independent-hotels-in-jamaica-ny_jets-motor-inn-509bfcb466edc8466100ba7c-reviews,hipmunk.com/Independent-Hotels-in-Jamaica-NY_Quality-Inn-Jamaica-AirTrain-509bfcd866edc8466100d3e2-Reviews,hipmunk.com/Independent-Hotels-in-Jamaica-NY_Lexington-Inn-JFK-Airport-509bfe9766edc8466102260a-Reviews
boutique hotels in the US Louieville,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-louisville-ky/hyatt-regency-louisville-509bfdfe66edc8466101b5dd-reviews,hipmunk.com/hotels-in-louisville-ky/the-seelbach-hilton-louisville-509bfe2166edc8466101d06f-reviews,,hipmunk.com/independent-hotels-in-louisville-ky_galt-house-hotel-509bfd7466edc846610151a1-reviews,hipmunk.com/independent-hotels-in-louisville-ky_21c-museum-hotel-louisville-509bfe9366edc8466102220a-reviews
boutique hotels in the US Lubbock,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-lubbock-tx/embassy-suites-lubbock-509bfe7f66edc846610213a3-reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_Overton-Hotel-and-Conference-Center-509bfe6266edc84661020114-Reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_La-Quinta-Inn-Suites-Lubbock-North-509bff3166edc84661029562-Reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_La-Quinta-Inn-Lubbock-Civic-Center-509bfeea66edc84661025f9c-Reviews,hipmunk.com/Independent-Hotels-in-Lubbock-TX_Americas-Best-Value-Inn-509bfefe66edc84661026e7d-Reviews
boutique hotels in the US Milwaukee,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-milwaukee-wi/aloft-milwaukee-downtown-509bfe1766edc8466101c7ca-reviews,hipmunk.com/Independent-Hotels-in-Milwaukee-WI_Milwaukee-Athletic-Club-509bfe5766edc8466101f8e7-Reviews,hipmunk.com/independent-hotels-in-milwaukee-wi_la-quinta-inn-milwaukee-northwest-509bfc8a66edc84661009869-reviews,hipmunk.com/Independent-Hotels-in-Milwaukie-OR_Milwaukie-Inn-Portland-South-512d6ed1a0a9941046000026-Reviews,hipmunk.com/Independent-Hotels-in-Milwaukee-WI_The-Pfister-Hotel-509bff1766edc8466102820f-Reviews
boutique hotels in the US Monterey,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-monterey-ca/best-western-plus-victorian-inn-509bff2266edc84661028abb-reviews,hipmunk.com/hotels-in-monterey-ca/holiday-inn-express-monterey-cannery-row-509bfdf566edc8466101afa8-reviews,hipmunk.com/Independent-Hotels-in-Monterey-CA_Hotel-Pacific-509bfeb466edc84661023779-Reviews,hipmunk.com/independent-hotels-in-monterey-ca_monterey-plaza-hotel-spa-509bff1066edc84661027c94-reviews,hipmunk.com/Independent-Hotels-in-Monterey-CA_Colton-Inn-509bfea966edc8466102316b-Reviews
boutique hotels in the US New York,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-new-york-city-ny/w-new-york-times-square-509c011766edc846610422ad-reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Omni-Berkshire-Place-510b13ada0a99444dd000064-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Hotel-91-509bfca266edc8466100aafd-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Salisbury-Hotel-509bfc4566edc846610060c8-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Gansevoort-Meatpacking-509bfea966edc84661023215-Reviews
boutique hotels in the US Oakland,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-oakland-ca/hilton-oakland-airport-509bfe3466edc8466101df5b-reviews,hipmunk.com/Independent-Hotels-in-Oakland-CA_Executive-Inn-Suites-Oakland-Waterfront-509bfdcf66edc846610194ec-Reviews,hipmunk.com/Independent-Hotels-in-Oakland-CA_Red-Lion-Hotel-Oakland-International-Airport-509bfe2966edc8466101d73c-Reviews,hipmunk.com/Independent-Hotels-in-Oakland-CA_Waterfront-Hotel-a-Joie-de-Vivre-Boutique-Hotel-509bfd7366edc84661015107-Reviews,hipmunk.com/Independent-Hotels-in-Oakland-CA_La-Quinta-Inn-Oakland-AirportColiseum-509bfbe566edc84661001299-Reviews
boutique hotels in the US Phoenix,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-phoenix-az/hyatt-regency-phoenix-509bfdce66edc84661019459-reviews,hipmunk.com/Independent-Hotels-in-Phoenix-AZ_Pointe-Hilton-Tapatio-Cliffs-Resort-509bfdbf66edc84661018cd8-Reviews,hipmunk.com/Independent-Hotels-in-Phoenix-AZ_Red-Roof-Inn-Phoenix-West-509bfe1d66edc8466101ccf3-Reviews,hipmunk.com/independent-hotels-in-phoenix-az_the-clarendon-hotel-and-spa-51224560a0a994611c000078-reviews,hipmunk.com/independent-hotels-in-phoenix-az_red-roof-inn-phoenix-west-509bfe1d66edc8466101ccf3-reviews
boutique hotels in the US Pittsburgh,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-pittsburgh-pa/renaissance-pittsburgh-hotel-509bfeda66edc84661025366-reviews,hipmunk.com/independent-hotels-in-pittsburgh-pa_red-roof-plus-pittsburgh-south-airport-509bfd7266edc84661015035-reviews,hipmunk.com/independent-hotels-in-pittsburgh-pa_omni-william-penn-hotel-509bfdc266edc84661018e5b-reviews,hipmunk.com/Independent-Hotels-in-Pittsburgh-PA_The-Priory-Hotel-509bfe8b66edc84661021c1c-Reviews,hipmunk.com/Independent-Hotels-in-Pittsburgh-PA_Sunnyledge-Boutique-Hotel-and-Tea-Room-509bfe9366edc846610221d4-Reviews
boutique hotels in the US San Jose,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-san-jose-ca/hyatt-place-san-josedowntown-509bfdd766edc84661019974-reviews,hipmunk.com/independent-hotels-in-san-jose-ca_la-quinta-inn-suites-san-jose-airport-509bfe7a66edc84661020ff7-reviews,hipmunk.com/independent-hotels-in-san-jose-ca_ez-8-motel-san-jose-i-509c024066edc84661050fd9-reviews,hipmunk.com/independent-hotels-in-san-jose-ca_valley-park-hotel-509bff1366edc84661027ea4-reviews,hipmunk.com/independent-hotels-in-san-jose-ca_the-sainte-claire-hotel-509bfe9966edc846610227b1-reviews
boutique hotels in the US Sea Tac,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-sea-tac-wa/doubletree-by-hilton-seattle-airport-509bfdd366edc84661019747-reviews,hipmunk.com/hotels-in-sea-tac-wa/seattle-airport-marriott-509bfdcc66edc84661019337-reviews,hipmunk.com/Independent-Hotels-in-Sea-Tac-WA_Travelodge-SeaTac-Airport-North-509bfefb66edc84661026bac-Reviews,hipmunk.com/Independent-Hotels-in-Sea-Tac-WA_Seatac-Inn-and-Airport-Parking-509bfd0066edc8466100f41e-Reviews,hipmunk.com/Independent-Hotels-in-Seattle-WA_Inn-at-the-Market-509bfdd066edc846610195a9-Reviews
boutique hotels in the US Seattle,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-seattle-wa/courtyard-by-marriott-seattle-downtown-lake-union-509bfdc666edc846610191b3-reviews,hipmunk.com/hotels-in-seattle-wa/quality-inn-suites-hotel-seattle-center-509bfcc866edc8466100c71c-reviews,hipmunk.com/independent-hotels-in-seattle-wa_mayflower-park-hotel-509bff4b66edc8466102a3f1-reviews,hipmunk.com/independent-hotels-in-seattle-wa_watertown-hotel-a-piece-of-pineapple-hospitality-509bfd3166edc84661011b39-reviews,hipmunk.com/independent-hotels-in-seattle-wa_hotel-monaco-seattle-a-kimpton-hotel-509bfdd366edc8466101973a-reviews
boutique hotels in the US South Lake Tahoe,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-south-lake-tahoe-ca_3-peaks-resort-beach-club-509bff2366edc84661028b69-reviews,hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_The-Beach-Retreat-Lodge-at-Tahoe-509bfdfc66edc8466101b490-Reviews,hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_Lake-Tahoe-Vacation-Resort-509bfdc366edc84661018fd0-Reviews,hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_Lake-Tahoe-Resort-Hotel-509bfd3166edc84661011bc8-Reviews,hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_Tahoe-Beach-and-Ski-Club-509bfd0866edc8466100faa6-Reviews
boutique hotels in the US South Padre Island,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-south-padre-island-tx_schlitterbahn-beach-resort-and-waterpark-50ed9b86bb290e7aa40000e8-reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_La-Quinta-Inn-Suites-South-Padre-Beach-509bfe2666edc8466101d4e9-Reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_La-Copa-Inn-Beach-Hotel-509bff4266edc84661029cde-Reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_WindWater-Hotel-50ed9b81bb290e7aa400003e-Reviews,hipmunk.com/Independent-Hotels-in-South-Padre-Island-TX_Wanna-Wanna-Inn-509bff1f66edc8466102882e-Reviews
boutique hotels in the US South San Francisco,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-south-san-francisco-ca/embassy-suites-san-francisco-airport-south-san-francisco-509bff2166edc84661028940-reviews,hipmunk.com/hotels-in-south-san-francisco-ca/holiday-inn-san-francisco-international-airport-509bfdc066edc84661018dd0-reviews,hipmunk.com/Independent-Hotels-in-South-San-Francisco-CA_Americas-Best-Value-Inn-Suites-San-Francisco-Airport-North-509bfe3266edc8466101dd34-Reviews,hipmunk.com/Independent-Hotels-in-South-San-Francisco-CA_CitiGarden-Hotel-509bfd3166edc84661011ba7-Reviews,hipmunk.com/independent-hotels-in-south-san-francisco-ca_la-quinta-inn-san-francisco-airport-north-509bfdbf66edc84661018cf9-reviews
boutique hotels in the US Spokane,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-spokane-wa/doubletree-by-hilton-spokane-city-center-509bfede66edc84661025606-reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Montvale-Hotel-51223357a0a994112c00007a-Reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Hotel-Ruby-509bfe7d66edc84661021211-Reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Red-Lion-River-Inn-509bff0766edc846610276c8-Reviews,hipmunk.com/Independent-Hotels-in-Spokane-WA_Red-Lion-Hotel-at-the-Park-Spokane-509bff1066edc84661027c8f-Reviews
boutique hotels in the US St. Pete Beach,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-st-pete-beach-fl_dolphin-beach-resort-509bfdc566edc84661019138-reviews,hipmunk.com/independent-hotels-in-st-pete-beach-fl_sirata-beach-resort-50ed9492bb290e6e270001c8-reviews,hipmunk.com/Independent-Hotels-in-St-Pete-Beach-FL_Beach-House-Suites-509bfd3166edc84661011b9a-Reviews,hipmunk.com/Independent-Hotels-in-St-Pete-Beach-FL_Guy-Harvey-Outpost-a-TradeWinds-Beach-Resort-509c01e766edc8466104c7cf-Reviews,hipmunk.com/Independent-Hotels-in-St-Pete-Beach-FL_Alden-Suites-A-Beachfront-Resort-509bfdc266edc84661018ee1-Reviews
boutique hotels in the US Sunny Isles Beach,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-sunny-isles-beach-fl_acqualina-resort-and-spa-509bfe3266edc8466101dd52-reviews,hipmunk.com/independent-hotels-in-sunny-isles-beach-fl_marenas-beach-resort-509bfdc566edc84661019112-reviews,hipmunk.com/independent-hotels-in-sunny-isles-beach-fl_acqualina-resort-and-spa-509bfe3266edc8466101dd52-reviews,hipmunk.com/independent-hotels-in-sunny-isles-beach-fl_golden-strand-ocean-villa-resort-509bfe0866edc8466101be0b-reviews,hipmunk.com/independent-hotels-in-sunny-isles-beach-fl_sole-on-the-ocean-509bfdd366edc846610197bd-reviews
