Task ID,Client,Campaign,Channel,Tier: Order,Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text,Target URL,Website Example,Client Comment,Extra Writer Notes
,,,,,What to Do in Italy This Winter,,hipmunk.com/Hotels-in-Genoa-Italy,hipmunk.com/Hotels-in-Como-Italy,hipmunk.com/Hotels-in-SantAgnello-Italy,hipmunk.com/Hotels-in-Turin-Italy,hipmunk.com/Hotels-in-Stresa-Italy,irwin,0.15,,
,,,,,Where to Visit in Spain This Winter,,hipmunk.com/Hotels-in-Santa-Eulalia-del-Rio-Spain,hipmunk.com/Hotels-in-Valencia-Spain,hipmunk.com/Hotels-in-Sant-Josep-De-Sa-Talaia-Spain,hipmunk.com/Hotels-in-Adeje-Spain,hipmunk.com/Hotels-in-Palma-Spain,james,0.25,,
,,,,,Why You Should Head to Colombia This February,,hipmunk.com/Hotels-in-San-Andres-Island-Colombia,hipmunk.com/Hotels-in-Cartagena-Colombia,hipmunk.com/Hotels-in-Medellin-Colombia,hipmunk.com/Hotels-in-Bogota-Colombia,n/a,james,0.25,,
,,,,,Budget Hacks: Travelling in Canada for Cheap,,hipmunk.com/Hotels-in-Kamloops-BC,hipmunk.com/Hotels-in-Burnaby-BC,hipmunk.com/Hotels-in-Saint-John-NB,hipmunk.com/Hotels-in-Vaughan-ON,hipmunk.com/Hotels-in-Dorval-QC,cadore,0.15,,
,,,,,Why You Should Take a Swiss Vacation This Winter,,hipmunk.com/Hotels-in-Lausanne-Switzerland,hipmunk.com/Hotels-in-Berne-Switzerland,hipmunk.com/Hotels-in-Opfikon-Switzerland,hipmunk.com/Hotels-in-Basel-Switzerland,hipmunk.com/Hotels-in-Lucerne-Switzerland,mark,0.13,,
,,,,,Hungry in the Dominican Republic? Look for These Local Specialties,,hipmunk.com/Hotels-in-Santo-Domingo-Dominican-Republic,hipmunk.com/Hotels-in-Boca-Chica-Dominican-Republic,hipmunk.com/Hotels-in-Bayahibe-Dominican-Republic,hipmunk.com/Hotels-in-Puerto-Plata-Dominican-Republic,n/a,mark,0.13,,
,,,,,Hungry in India? Try These # Regional Favorites,,hipmunk.com/Hotels-in-New-Delhi-India,hipmunk.com/Hotels-in-Bengaluru-India,hipmunk.com/Hotels-in-Chennai-India,hipmunk.com/Hotels-in-Mumbai-India,n/a,banton,0.1,,
,,,,,What to Do in Jamaica This Winter,,hipmunk.com/Hotels-in-Kingston-Jamaica,hipmunk.com/Hotels-in-Runaway-Bay-Jamaica,hipmunk.com/Hotels-in-Ocho-Rios-Jamaica,hipmunk.com/Hotels-in-Lucea-Jamaica,hipmunk.com/Hotels-in-Negril-Jamaica,banton,0.1,,
,,,,,Budget Hacks: Traveling in Norway for Cheap,,hipmunk.com/Hotels-in-Gardermoen-Norway,hipmunk.com/Hotels-in-Tromso-Norway,hipmunk.com/Hotels-in-Stavanger-Norway,hipmunk.com/Hotels-in-Kristiansand-Norway,hipmunk.com/Hotels-in-Trondheim-Norway,schreck,0.18,,
,,,,,The Unforgettables: What You Need to Pack for a Trip to Canada,,hipmunk.com/Hotels-in-Markham-ON,hipmunk.com/Hotels-in-Gatineau-QC,hipmunk.com/Hotels-in-Laval-QC,hipmunk.com/Hotels-in-Regina-SK,hipmunk.com/Hotels-in-Saskatoon-SK,schreck,0.18,,
,,,,,Why You Should Vacation in Australia This Winter,,hipmunk.com/Hotels-in-The-Rocks-NSW,hipmunk.com/Hotels-in-Pyrmont-NSW,hipmunk.com/Hotels-in-Hobart-TAS,hipmunk.com/Hotels-in-Canberra-ACT,hipmunk.com/Hotels-in-Cairns-QLD,freal,0.06,,
,,,,,What to Do in Virginia This Winter,,hipmunk.com/Hotels-in-Norfolk-VA,hipmunk.com/Hotels-in-Harrisonburg-VA,hipmunk.com/Hotels-in-Roanoke-VA,hipmunk.com/Hotels-in-Winchester-VA,hipmunk.com/Hotels-in-Chesapeake-VA,tang,0.2,,
,,,,,Budget Hacks: Traveling in Europe for Cheap,,hipmunk.com/Hotels-in-Bilbao-Spain,hipmunk.com/Hotels-in-Luxemburg-Luxembourg,hipmunk.com/Hotels-in-Reykjavik-Iceland,hipmunk.com/Hotels-in-Yaiza-Spain,hipmunk.com/Hotels-in-Bordeaux-France,tang,0.2,,
,,,,,Why You Should Head to the UK This February,,hipmunk.com/Hotels-in-Hayes-United-Kingdom,hipmunk.com/Hotels-in-Bristol-United-Kingdom,hipmunk.com/Hotels-in-Liverpool-United-Kingdom,hipmunk.com/Hotels-in-Glasgow-United-Kingdom,hipmunk.com/Hotels-in-Belfast-United-Kingdom,hedinger,0.15,,
,,,,,Hungry in Mexico? Try These # Regional Favorites,,hipmunk.com/Hotels-in-Ixtapa-Zihuatanejo-Mexico,hipmunk.com/Hotels-in-Puerto-Aventuras-Mexico,hipmunk.com/Hotels-in-Kantenah-Mexico,hipmunk.com/Hotels-in-Tulum-Mexico,hipmunk.com/Hotels-in-Cozumel-Mexico,hedinger,0.15,,
,,,,,Where to Go in Denmark This Winter,,hipmunk.com/Hotels-in-Aarhus-Denmark,hipmunk.com/Hotels-in-Aalborg-Denmark,hipmunk.com/Hotels-in-Frederiksberg-Denmark,hipmunk.com/Hotels-in-Kastrup-Denmark,n/a,reusen,0.08,,
